ID,诗名,作者,朝代,花名,月份,text,正文_preview,shangxi_clean,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths,dim_nature,dim_season,dim_space,dim_people,dim_virtue,dim_artifact,dim_biota,dim_social,dim_flower,dim_vector,dim_vector_idf,confirmed_imagery,月份数字,l1_polarity,l1_polarity_zh,l2_c2,l2_c2_zh,l3_c3,l3_c3_zh,prob_l1_negative,prob_l1_implicit_negative,prob_l1_neutral,prob_l1_implicit_positive,prob_l1_positive
269,月夜与客饮杏花下,苏轼,宋,杏花,二月,"杏花飞帘散余春， 明月入户寻幽人。
褰衣步月踏花影， 炯如流水涵青蘋。
花间置酒清香发， 争挽长条落香雪。
山城薄酒不堪饮， 劝君且吸杯中月。
洞箫声断月明中， 惟忧月落酒杯空。
明朝卷地东风恶， 但见绿叶栖残红。",杏花飞帘散余春， 明月入户寻幽人。 褰衣步月踏花影， 炯如流水涵青蘋。 花间置酒,全诗以杏花为起结，传写出月下杏花的佳致。开篇点明月夜杏花，杏花多情，飘落帘间，明月有意，窥视户中。诗人与客乘兴游赏，觉得地上明亮的月光与暗暗的花影相交杂，恰似流水中漂浮着片片青蘋，审美联想奇妙别致。花间置酒，意境清新超逸，花香与酒香沁人心脾，主客把玩花枝、摇落花瓣如雪，豪放不羁，异趣横生。劝君且吸杯中月，造语精警。最后四句跌出人生变幻、好景不长的忧思。诗人深忧洞箫声断，月落杯空，担心春风吹残杏花，良辰美景不能再得。这种乐中生忧，给全诗笼罩上一层黯然伤神的色调，表达了诗人对花好月明的现实的珍爱和对未来的担忧。全诗诗思流转，饶有情韵。,叶、箫、城、蘋、山,叶 箫 城 蘋 山 花 户 飞 声 帘,"[[""叶"", 0.045534975826740265], [""箫"", 0.04318006709218025], [""城"", 0.03339675813913345], [""蘋"", 0.030798746272921562], [""山"", 0.022226383909583092], [""花"", 0.02165418490767479], [""户"", 0.019830111414194107], [""飞"", 0.019246695563197136], [""声"", 0.01914946921169758], [""帘"", 0.01905745454132557]]",25.5854,24,酒|夏夜|山城|早春|春|春日书怀|月|月桂|杏花|步月|水|游山|潮|画水|皓彩|秋夜|竹风|箫|萱草|送春|酒旗|酒杯|风|香,酒|东风|卷地|如流|山城|幽人|明月|春|月|月明中|月落|杏花|步月|残红|水|清香|箫|绿叶|花影|花间|酒杯|长条|飞帘|香,酒:2|杏花:1|风:1|夏夜:1|游山:1|步月:1|皓彩:1|画水:1|酒旗:1|月桂:1|萱草:1|山城:1|竹风:1|秋夜:1|酒杯:1|潮:1|早春:1|春日书怀:1|送春:1|春:1|水:1|香:1|月:1|箫:1,卷三/饮食类/酒|卷一/时令类/夏夜|卷二/宫室类/山城|卷一/时令类/早春|卷一/时令类/春|?/春日书怀|卷一/天文类/月|卷一/天文类/月桂|卷四/百花类/杏花|卷一/天文类/步月|卷一/地舆类/水|卷一/地舆类/游山|卷一/地舆类/潮|卷三/书画类/画水|?/皓彩|卷一/时令类/秋夜|卷一/天文类/竹风|卷三/音乐类/箫|卷三/百草类/萱草|卷一/时令类/送春|卷三/器用类上/酒旗|卷三/器用类上/酒杯|卷一/天文类/风|卷三/器用类下/香,5,5,4,0,0,6,1,0,1,"[0.4902903378454601, 0.4902903378454601, 0.3922322702763681, 0.0, 0.0, 0.5883484054145521, 0.09805806756909202, 0.0, 0.09805806756909202]","[0.415600032648562, 0.5036741014491738, 0.3353308407273863, 0.0, 0.0, 0.6434572102987164, 0.19490465433549511, 0.0, 0.0954842074999864]",箫,2,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.0152070485,0.042687416,0.25637096,0.42843252,0.25730196
27,次韵赏梅,黄庭坚,宋,梅花,正月,安知宋玉在邻墙？ 笑立春晴照粉光。淡薄似能知我意， 幽闲元不为人芳。微风拂掠生凉思， 小雨廉纤洗暗妆。只恐浓葩委尘土， 淮令解合返魂香？,安知宋玉在邻墙？ 笑立春晴照粉光。淡薄似能知我意， 幽闲元不为人芳。微风拂掠生凉,首联写梅花神态，在春天和煦的阳光中含笑独立，容光焕发，并非有意要得到别人青睐，形象地写出了梅花幽独高洁的情怀。颔联称梅花是一位恬淡娴静的淑女，天生丽质，不慕虚荣，贞操自守。这种淡泊宁静的品质正是诗人自己的性格特点，诗人认梅花为莫逆于心的知己。颈联写初春微风细雨，梅花韶华难留的迟暮之慨、诗人怜香惜玉的惆怅之感，与背景共同组成了沉郁的氛围，情景交融。尾联表达了随着时节变换，梅花将飘坠于尘土之中的忧愁。全诗立意新奇而自然晓畅，把绮丽的语言与刚健的风骨有机结合，创造了一种语言淡雅、风致动人，同时具有风骨的诗风。这种诗风像一位淡妆素裹却保持着绝代美貌、具有玉洁冰清操守的美人，与梅花幽艳绝俗的风格完全一致。,淮、浓、洗、邻、墙,淮 浓 洗 邻 墙 粉 宋 廉 风 魂,"[[""淮"", 0.12517882883548737], [""浓"", 0.08839643001556396], [""洗"", 0.03593895211815834], [""邻"", 0.03568677976727486], [""墙"", 0.034870926290750504], [""粉"", 0.03252963349223137], [""宋"", 0.030745279043912888], [""廉"", 0.028372429311275482], [""风"", 0.026844708248972893], [""魂"", 0.021830113604664803]]",25.630205,8,含笑花|夏风|玉|立春|贫居|雨|风|香,尘土|淡薄|玉|生凉|立春|雨|风|香,立春:1|含笑花:1|夏风:1|贫居:1|玉:1|风:1|雨:1|香:1,卷四/百花类/含笑花|卷一/天文类/夏风|卷三/珍宝类/玉|卷一/节序类/立春|卷二/宫室类/贫居|卷一/天文类/雨|卷一/天文类/风|卷三/器用类下/香,3,1,1,0,0,2,0,0,1,"[0.75, 0.25, 0.25, 0.0, 0.0, 0.5, 0.0, 0.0, 0.25]","[0.679989920661161, 0.27469785481074394, 0.22860680729529137, 0.0, 0.0, 0.5848898286378663, 0.0, 0.0, 0.2603797464777632]",风,1,Neutral,中性,,,,,0.015147288,0.15385278,0.5577704,0.24969529,0.023534192
270,古苑杏花,张籍,唐,杏花,二月,"废苑杏花在， 行人愁到时。
独开新堑底， 半露旧烧枝。
晚色连荒辙， 低阴覆折碑。
茫茫古陵下， 春尽又谁知。
",废苑杏花在， 行人愁到时。 独开新堑底， 半露旧烧枝。 晚色连荒辙， 低阴覆折碑,首句废苑杏花在与杜甫城春草木深口气一致。次句行人愁到时，一个愁字，是感时花溅泪，恨别鸟惊心两句的抽象概括与艺术浓缩。颔联、颈联四句实写古苑所见，新堑底、旧烧枝、荒辙与折碑，尽显一片废墟。唐代中叶，达官贵人营造宅第园林，一朝失势或遭灾，便只留下荒凉。这四句主旨近于权重持难久，位高势易穷，寄语家与国，人凶非宅凶。尾联想到古苑主人早在黄泉，冥冥漠漠，一无所知。春尽二字意即杏花也不存在了，回应首句杏花在，可见诗思缜密。张籍的诗篇多有所寄托，未尝著空文，是杜甫现实主义诗歌创作道路的继承者。,露、花、枝、陵、旧,露 花 枝 陵 旧 折 春 低 新 杏,"[[""露"", 0.07119925320148468], [""花"", 0.05559616908431053], [""枝"", 0.04878411814570427], [""陵"", 0.03523119166493416], [""旧"", 0.03453858941793442], [""折"", 0.02735377475619316], [""春"", 0.026935210451483727], [""低"", 0.026659635826945305], [""新"", 0.025352032855153084], [""杏"", 0.02444048970937729]]",25.456537,5,寒食雨|春|杏花|榴花|远水,人愁|春|杏花|烧枝|茫茫,杏花:1|寒食雨:1|榴花:1|远水:1|春:1,卷一/节序类/寒食雨|卷一/时令类/春|卷四/百花类/杏花|卷四/百花类/榴花|?/远水,0,2,0,0,0,0,0,0,2,"[0.0, 0.7071067811865475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7071067811865475]","[0.0, 0.7257684142842752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6879391025572603]",春,2,Negative,消极,neg_anger,负向-愤懑,vexed,烦恼苦闷,0.87843686,0.06490917,0.014535722,0.0105996495,0.031518705
271,杏 花,郑谷,唐,杏花,二月,"不学梅欺雪, 轻红照碧池。小桃新谢后， 双燕却来时。香属登龙客， 烟笼宿蝶枝。临轩须貌取， 风雨易离披！","不学梅欺雪, 轻红照碧池。小桃新谢后， 双燕却来时。香属登龙客， 烟笼宿蝶枝。临",首联以轻红照碧池引人入胜，梅、雪、红、碧形成色调上映照鲜明。颔联用小桃新谢与双燕却来转入轻盈的动态，情景交融，是幅着色清丽的水墨画。颈联用了香字，花的清香，说是登龙客才能领略；烟笼宿蝶枝句，写清晨露水未干，烟霭纷纷，太阳也刚从烟霭中升起，歇在花间的宿蝶才懒怠地似将振翅起舞。尾联诗人说，应该倚着栏杆把这株杏花画下来，只怕风雨一起，它就该凋零了。郑谷以写景咏物、风格清新的诗名闻于时，其诗风格清丽，无非自我陶醉，雕章琢句。古代士大夫往往回避现实，对国事无动于衷，生活闲适。,雨、香、风、燕、烟,雨 香 风 燕 烟 蝶 红 梅 桃 枝,"[[""雨"", 0.10142657160758972], [""香"", 0.06151103973388672], [""风"", 0.044487182050943375], [""燕"", 0.041241224855184555], [""烟"", 0.03865448012948036], [""蝶"", 0.03237204626202583], [""红"", 0.026612110435962677], [""梅"", 0.02588912472128868], [""桃"", 0.023074965924024582], [""枝"", 0.02288578450679779]]",25.516581,9,属|桂花|池|渔矶|烧|燕|蝶|香|龙,属|池|烟笼|燕|蝶|轻红|风雨|香|龙,桂花:1|烧:1|渔矶:1|池:1|燕:1|香:1|属:1|龙:1|蝶:1,?/属|卷四/百花类/桂花|卷一/地舆类/池|卷一/地舆类/渔矶|?/烧|卷四/飞禽类/燕|卷四/昆虫类/蝶|卷三/器用类下/香|卷四/鳞介类/龙,0,0,2,0,0,1,3,0,1,"[0.0, 0.0, 0.5163977794943222, 0.0, 0.0, 0.2581988897471611, 0.7745966692414834, 0.0, 0.2581988897471611]","[0.0, 0.0, 0.26826625954800853, 0.0, 0.0, 0.17158960447498872, 0.9355478751730087, 0.0, 0.15277563576534625]",燕|蝶|香,2,Neutral,中性,,,,,0.014792443,0.3373513,0.4586218,0.18462382,0.0046106465
272,依韵和王几道途次杏花有感,梅尧臣,宋,杏花,二月,马上逢丹杏， 芳条拂眼过。可怜芳径少， 不道故园多。艳萼粘红蜡， 仙葩约薄罗。客心知易感， 路远奈愁何！,马上逢丹杏， 芳条拂眼过。可怜芳径少， 不道故园多。艳萼粘红蜡， 仙葩约薄罗。客,这首和诗着意写“途次杏花”。首联写马上所见，“逢丹杏”扣题，“拂眼过”言其马行匆匆，路过所见。颔联“故园多”对“芳径少”，意谓家乡的杏花更多更好。颈联写杏花的娇丽鲜艳，“红蜡”、“薄罗”形象地写出杏花的质感。“约”、“粘”二字点活了“艳萼”、“仙葩”，也将轻盈明丽的杏花的美妙丰韵衬托出来了。,园、愁、马、红、萼,园 愁 马 红 萼 丹 径 道 罗 客,"[[""园"", 0.05035972222685814], [""愁"", 0.03703375905752182], [""马"", 0.03535766154527664], [""红"", 0.033659085631370544], [""萼"", 0.033587872982025146], [""丹"", 0.032931819558143616], [""径"", 0.02975601702928543], [""道"", 0.022695211693644524], [""罗"", 0.02155700884759426], [""客"", 0.020952990278601646]]",25.491528,8,东宫属官|寒食雨|怀归|感|旅|春径|罗|莲花,仙葩|客心|感|故园|红蜡|罗|芳径|马上,寒食雨:1|春径:1|旅:1|东宫属官:1|莲花:1|怀归:1|罗:1|感:1,?/东宫属官|卷一/节序类/寒食雨|卷二/人事类/怀归|?/感|?/旅|?/春径|?/罗|卷四/百花类/莲花,0,1,0,0,0,0,0,1,1,"[0.0, 0.5773502691896258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5773502691896258, 0.5773502691896258]","[0.0, 0.23071583539876298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9481269939522384, 0.21869020699460393]",罗,2,Negative,消极,neg_anger,负向-愤懑,vexed,烦恼苦闷,0.47429976,0.4504188,0.03336945,0.022589266,0.01932277
273,杏 花,王涯,唐,杏花,二月,"万树江边杏， 新开一夜风。
满园深浅色， 照在碧波中。",万树江边杏， 新开一夜风。 满园深浅色， 照在碧波中。,这首小诗生动传写出诗人远观杏园、遥赏花林的审美感受。前两句写杏花初开的壮观景色，“万树”极言杏园之大，“一夜风”盛夸花开之速，以极有气势的笔调渲染出一派杏花怒放的迷人风光，诗人的欣喜之情从中透出。“满园深浅色，照在碧波中”，不顺势描写杏园盛景，而是化实为虚，写杏花林的水中倒影，使静态的杏花呈现出动态的美；同时，以江水之“碧”衬出杏花之“深浅色”，冷暖色调在对比中更显和谐。深浅相间的满园红杏，倒映在碧波荡漾的江水之中，恰似云蒸霞蔚一般美妙绝伦。全诗并未拘泥于局部的花姿花态，而是大处落墨，从整体上表现出杏园花开的繁复之美，视角新颖，情趣别致。,江、波、碧、照、树,江 波 碧 照 树 杏 园 浅 万 在,"[[""江"", 0.09695524722337723], [""波"", 0.07222769409418106], [""碧"", 0.06891301274299622], [""照"", 0.05186258256435394], [""树"", 0.050797607749700546], [""杏"", 0.047105271369218826], [""园"", 0.041069742292165756], [""浅"", 0.0388290137052536], [""万"", 0.033220477402210236], [""在"", 0.03250165283679962]]",25.464003,6,俳优|园|浦|花|迁居|风,园|新开|江边|深浅|碧波|风,浦:1|俳优:1|花:1|迁居:1|风:1|园:1,卷二/人品类/俳优|卷一/地舆类/园|卷一/地舆类/浦|卷四/百花类/花|卷二/宫室类/迁居|卷一/天文类/风,1,0,3,1,0,0,0,0,1,"[0.2886751345948129, 0.0, 0.8660254037844387, 0.2886751345948129, 0.0, 0.0, 0.0, 0.0, 0.2886751345948129]","[0.20825275012154235, 0.0, 0.6301151735089565, 0.7087696251411713, 0.0, 0.0, 0.0, 0.0, 0.2392305972442393]",园,2,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.01921898,0.035685934,0.069214806,0.73176295,0.1441173
274,初见杏花,梅尧臣,宋,杏花,二月,不待春风遍， 烟林独早开。浅红欺醉粉， 肯信有江梅！,不待春风遍， 烟林独早开。浅红欺醉粉， 肯信有江梅！,早春二月，风和日丽，重峦叠嶂，郁郁苍苍。路边山坡杏花怒放，鲜艳灿烂，明媚耀目，点缀在古木丛林、溪涧流泉之间。二月春风还带着微寒，熬过严寒霜雪的林木岗峦，还在等待着春风的抚慰。诗人吟唱着“不待春风遍”，面对早春烟霭中一片密茂的杏林，吟唱出“烟林独早开”。这迎着山岚云霞、独自开放的杏花，泛着耀眼的银光，又带着淡淡的浅红。恰象人间天上笑盈盈的双颊，轻浅地淡敷着均匀的脂粉，微带醉意，娇红晕上了倩丽的笑。诗人为这浅浅的红情，渲染着娇娇嫩嫩的花瓣，朗吟出“浅红欺醉粉”的名句。妙在“浅”、“醉”二字，写景状物，直抒观感。一个“欺”字独出心裁，形容杏花的色泽风韵，形神兼备。红梅虽好，在二月仲春，还得让位给杏花，乃见“肯信有江梅”句的尖新稳当。,江、烟、梅、醉、林,江 烟 梅 醉 林 粉 欺 信 春 红,"[[""江"", 0.11467494070529938], [""烟"", 0.08070361614227295], [""梅"", 0.0766802579164505], [""醉"", 0.06916756927967072], [""林"", 0.06320403516292572], [""粉"", 0.06243222579360008], [""欺"", 0.052030883729457855], [""信"", 0.045137424021959305], [""春"", 0.04079095274209976], [""红"", 0.03800384700298309]]",25.509069,4,候|春风|暮冬|芙蓉,春风|江梅|浅红|烟林,春风:1|候:1|芙蓉:1|暮冬:1,?/候|卷一/天文类/春风|卷一/时令类/暮冬|?/芙蓉,1,1,0,0,0,0,0,0,0,"[0.7071067811865475, 0.7071067811865475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6364457335982461, 0.7713214817341666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,2,Implicit Negative,隐性消极,neg_anger,负向-愤懑,vexed,烦恼苦闷,0.040370516,0.4754212,0.20956619,0.24911948,0.025522618
275,和梅圣俞杏花,欧阳修,宋,杏花,二月,"谁道梅花早， 残年岂是春？何如艳风日， 独自占芳辰。
",谁道梅花早， 残年岂是春？何如艳风日， 独自占芳辰。 ,和诗将梅花点缀春光的传统观念推开，认为残冬腊月江梅纵然清艳绝俗，未免开得过早。残冬的梅花哪能比得上在风和日丽映照之下的浅红醉粉的一片杏花。杏花装点着仲春的春阳和春光，更为婀娜娇娆，独占了花朝芳辰。诗人指出杏花“独自占芳辰”，迎着风和日丽，灿烂明媚，与百花同寿，赞叹杏花的不同凡响。其状难写之物，如在目前；含不尽之意，见于言外。反映了我国人民对杏花、杏树及其果实深厚亲切的感情，以及历来杏花的繁茂。,谁、风、花、辰、早,谁 风 花 辰 早 道 何 艳 自 梅,"[[""谁"", 0.08004401624202728], [""风"", 0.06257254630327225], [""花"", 0.044851046055555344], [""辰"", 0.043518319725990295], [""早"", 0.0422896109521389], [""道"", 0.03429883345961571], [""何"", 0.03281557559967041], [""艳"", 0.031277332454919815], [""自"", 0.03080274723470211], [""梅"", 0.02964135818183422]]",25.518536,3,春|春望|梅花,春|梅花|风日,梅花:1|春望:1|春:1,卷一/时令类/春|卷三/游眺类/春望|卷四/百花类/梅花,0,1,1,0,0,0,0,0,1,"[0.0, 0.5773502691896258, 0.5773502691896258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5773502691896258]","[0.0, 0.6212441946332423, 0.5170067745293707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5888630110010568]",,2,Implicit Positive,隐性积极,positive,积极,praise,称颂赞美,0.03733646,0.2405475,0.16498998,0.30604905,0.25107703
276,杏 花,杨万里,宋,杏花,二月,"道白非真白， 言红不若红。
请君红白外， 别眼看天工。",道白非真白， 言红不若红。 请君红白外， 别眼看天工。,杨万里的诗多取材自然，遣词造句自然活泼，明白如话。这首五绝轻描淡写，着墨无多，寥寥数语，形神俱备。妙在毫不费力地说明了杏花的色泽，白里映红，红中透白，既非纯白，亦非正红。语言浅显，而不失诗歌语言的特色。首句“非真白”三字背后隐藏着一个“红”字；次句“不若红”三字也暗示了一个“白”字。明是否定，于否定中悄悄地作了肯定。这就从直观中把杏花不同于一般花的色泽光艳的神态写透彻了。第三句突然一提，请您在“红”、“白”之外，再琢磨琢磨。接着告诉你，用您的慧眼，纵观宇宙万物的神奇，便可理解大自然造物的玄妙了。,白、眼、道、红、君,白 眼 道 红 君 天 看 请 外 言,"[[""白"", 0.0802050530910492], [""眼"", 0.06577884405851364], [""道"", 0.05037311464548111], [""红"", 0.044604625552892685], [""君"", 0.041261617094278336], [""天"", 0.040334444493055344], [""看"", 0.03502824157476425], [""请"", 0.033119864761829376], [""外"", 0.03190417215228081], [""言"", 0.030019961297512054]]",25.574303,1,未开牡丹,天工,未开牡丹:1,卷四/百花类/未开牡丹,0,0,0,0,0,0,0,0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",,2,Implicit Positive,隐性积极,positive,积极,like,喜爱欣赏,0.009933688,0.030425696,0.28920233,0.5990498,0.071388446
277,苏溪亭,戴叔伦,唐,杏花,二月,苏溪亭上草漫漫， 谁倚东风十二栏？燕子不归春事晚， 汀烟雨杏花寒。,苏溪亭上草漫漫， 谁倚东风十二栏？燕子不归春事晚， 汀烟雨杏花寒。,此诗写暮春之景，抒怨别之情。暮春时节，登上苏溪亭一望，到处是春水绿波，芳草青青。是谁在东风吹拂之中，独倚栏杆凝目远眺呢？燕子啊，春天已经快过去了，你怎么还不飞回家去呢？那边，濛濛的烟雨笼罩着一片沙洲，几株杏花在料峭的春风中寂寞地开放着，显得凄楚可怜。诗人将主观感情投射到客观事物上去，使物、境皆着我色。诗人忧伤哀愁的时候，杏花就失去了晴日下艳丽的容光，显得孤独凄怜。一汀烟雨杏花寒，这景色具体而婉曲地传达了倚栏人无端的怅惘，无尽的哀愁。此四句诗全是写景，然无形之情因之可见，情景融浑无丝毫痕迹。诗人将浓郁而迷蒙的暮春景色与倚栏人沉重忧郁的心情契合相印，使人感到诗韵人情，隽永醇厚。,雨、花、烟、溪、亭,雨 花 烟 溪 亭 杏 寒 苏 燕 汀,"[[""雨"", 0.11098071187734604], [""花"", 0.1048884391784668], [""烟"", 0.08848423510789871], [""溪"", 0.06687583774328232], [""亭"", 0.05862073972821236], [""杏"", 0.05795370787382126], [""寒"", 0.05097077041864395], [""苏"", 0.050813522189855576], [""燕"", 0.032027214765548706], [""汀"", 0.03075365535914898]]",25.49061,9,亭|岛屿|早春|春|杏花|渔矶|溪|草|鵞,东风|亭|春|杏花|溪|漫漫|烟雨|燕子|草,岛屿:1|早春:1|鵞:1|渔矶:1|杏花:1|溪:1|亭:1|草:1|春:1,卷二/宫室类/亭|卷一/地舆类/岛屿|卷一/时令类/早春|卷一/时令类/春|卷四/百花类/杏花|卷一/地舆类/渔矶|卷一/地舆类/溪|卷三/百草类/草|?/鵞,0,2,4,0,0,0,1,0,1,"[0.0, 0.42640143271122083, 0.8528028654224417, 0.0, 0.0, 0.0, 0.21320071635561041, 0.0, 0.21320071635561041]","[0.0, 0.4503401415698517, 0.7495567960086358, 0.0, 0.0, 0.0, 0.43566558898664737, 0.0, 0.21343350491671137]",亭|溪,2,Implicit Negative,隐性消极,neg_anger,负向-愤懑,criticize,批判指责,0.016481645,0.6507695,0.1807375,0.14109156,0.010919836
278,曲江红杏,郑谷,唐,杏花,二月,"遮莫江头柳色遮， 日浓莺睡一枝斜。
女郎折得殷勤看， 道是春风及第花。",遮莫江头柳色遮， 日浓莺睡一枝斜。 女郎折得殷勤看， 道是春风及第花。,曲江池岸柳色掩映，春日融和，黄莺懒困，一枝红杏倚风自开，展现风姿。这里用“莺睡”这样的静态描写，更加渲染出红杏枝头的浓郁春意，具有花态动人、春意醉人的艺术魅力。后两句因花写人，使花增添了人的情味，人花相映，相得益彰。青年女子怀着深情折花细赏评章，以此暗示出她以折花相赠表示对新科进士的祝贺。全诗描写出一种心花怒放、情不自禁的得意情态，只是不那么喜形于色。在唐代，由于曲江杏园与科第有着密切的关系，诗中也就把杏花称作“及第花”了。,江、春、睡、莺、风,江 春 睡 莺 风 勤 殷 枝 花 看,"[[""江"", 0.11213241517543793], [""春"", 0.0660066083073616], [""睡"", 0.06256290525197983], [""莺"", 0.05651228502392769], [""风"", 0.054674431681632996], [""勤"", 0.045688197016716], [""殷"", 0.04240259528160095], [""枝"", 0.0407763235270977], [""花"", 0.03997746482491493], [""看"", 0.03791726008057594]]",25.403833,8,春|春风|沙|画花|益|花|莺|谢惠扇,一枝|春风|柳色|殷勤|江头|花|莺|遮日,沙:1|春:1|益:1|画花:1|谢惠扇:1|春风:1|莺:1|花:1,卷一/时令类/春|卷一/天文类/春风|卷一/地舆类/沙|卷三/书画类/画花|?/益|卷四/百花类/花|卷四/飞禽类/莺|卷三/谢惠类/谢惠扇,1,1,1,0,0,1,1,1,1,"[0.3779644730092272, 0.3779644730092272, 0.3779644730092272, 0.0, 0.0, 0.3779644730092272, 0.3779644730092272, 0.3779644730092272, 0.3779644730092272]","[0.16490587944145577, 0.19985277701264495, 0.16631984735896682, 0.0, 0.0, 0.2127644145242079, 0.3866809541086663, 0.8212952196129232, 0.18943582740127807]",花|莺,2,Implicit Negative,隐性消极,neg_sorrow,负向-悲伤,sorrow,悲伤哀痛,0.01709735,0.31259537,0.30603716,0.30765805,0.056612078
279,杏 花(其一),王禹偁,宋,杏花,二月,"暖映垂杨曲槛边， 一堆红雪罩春烟。
春来自得风流伴， 榆英休抛买笑钱。",暖映垂杨曲槛边， 一堆红雪罩春烟。 春来自得风流伴， 榆英休抛买笑钱。,春暖花开，弯弯曲曲的栏杆边，温和烟雾笼罩中的鲜艳红杏映照着随风飘曳的垂杨。红雪二字写红杏色之艳丽与质之晶莹，极为传神。首句暖字与次句春烟遥相呼应，令人感到寒冬已过，大自然春意盎然。树枝上的红杏张开笑脸，分外喜悦。风流伴写垂杨摇曳多姿、潇洒自如；买笑钱指形状似钱的榆荚。此诗设想红杏微妙的思想感情，充满喜人情趣。自从红杏得到风流伴侣垂杨，更觉分外妖娆，不再理睬抛洒买笑钱的昔日朋友榆荚。这兴许是写红杏的傲慢、骄矜或娇憨，兴许是写红杏美艳之魅力。全诗笔调清丽，语多含蓄，意则期多，字唯求少，带有很大程度只可意会、不可言传的模糊性。,杨、英、烟、流、槛,杨 英 烟 流 槛 雪 钱 榆 风 垂,"[[""杨"", 0.12861382961273193], [""英"", 0.0791669636964798], [""烟"", 0.06367775052785873], [""流"", 0.06022864207625389], [""槛"", 0.0522315539419651], [""雪"", 0.0510360412299633], [""钱"", 0.04983484372496605], [""榆"", 0.04887504130601883], [""风"", 0.03890082240104675], [""垂"", 0.028923681005835533]]",25.606146,8,寒食|早春|春色|楼|神童|落花|蔷薇|钱,买笑|垂杨|堆红|春来|春烟|曲槛|钱|风流,寒食:1|楼:1|落花:1|春色:1|早春:1|神童:1|蔷薇:1|钱:1,卷一/节序类/寒食|卷一/时令类/早春|卷一/时令类/春色|卷二/宫室类/楼|卷二/人品类/神童|卷四/百花类/落花|?/蔷薇|卷三/珍宝类/钱,0,3,1,1,0,1,0,0,1,"[0.0, 0.8320502943378437, 0.2773500981126146, 0.2773500981126146, 0.0, 0.2773500981126146, 0.0, 0.0, 0.2773500981126146]","[0.0, 0.6774431810506023, 0.1879254121473965, 0.6341498960284143, 0.0, 0.24040330077663236, 0.0, 0.0, 0.21404424369770772]",钱,2,Implicit Positive,隐性积极,positive,积极,ease,平和安适,0.0066050855,0.0200838,0.071626455,0.6822951,0.21938959
